Date,OrderID,Product,Category,Region,Quantity,UnitPrice,Revenue,Cost,Profit,Discount,CustomerID,CustomerSegment
2025-10-21,ORD-14914,Portable SSD 1TB,Electronics,Europe,1,117.62,117.62,56.22,61.4,0.0,CUST-2914,Consumer
2025-10-21,ORD-15984,Denim Jeans,Clothing,North America,2,68.33,136.66,47.0,89.66,0.0,CUST-2162,Enterprise
2025-10-21,ORD-13081,Project Mgmt Tool,Software & Services,Middle East,1,142.3,142.3,22.44,119.86,0.0,CUST-2684,Consumer
2025-10-21,ORD-21774,Gaming Mouse,Electronics,North America,6,72.04,432.24,167.04,265.2,0.0,CUST-1853,SMB
2025-10-21,ORD-18273,Project Mgmt Tool,Software & Services,Asia Pacific,3,129.49,388.47,63.33,325.14,0.0,CUST-1931,Enterprise
2025-10-21,ORD-18092,4K Monitor,Electronics,North America,1,417.6,417.6,287.26,130.34,10.0,CUST-1228,Consumer
2025-10-21,ORD-15380,Portable SSD 1TB,Electronics,Asia Pacific,3,100.73,302.19,164.73,137.46,25.0,CUST-1439,Consumer
2025-10-22,ORD-17785,VPN Annual Sub,Software & Services,North America,1,66.0,66.0,9.76,56.24,20.0,CUST-4650,Government
2025-10-22,ORD-14604,Coffee Maker Pro,Home & Office,Asia Pacific,7,126.65,886.55,477.61,408.94,10.0,CUST-1746,Government
2025-10-22,ORD-16617,Travel Mug,Accessories,Europe,1,21.48,21.48,6.18,15.3,0.0,CUST-1815,SMB
2025-10-22,ORD-18961,Mechanical Keyboard,Electronics,Europe,4,143.86,575.44,231.68,343.76,0.0,CUST-2736,Consumer
2025-10-22,ORD-19305,Casual T-Shirt,Clothing,Latin America,3,25.47,76.41,27.69,48.72,0.0,CUST-1586,Consumer
2025-10-22,ORD-17411,Laptop Pro X1,Electronics,Asia Pacific,1,770.28,770.28,593.41,176.87,0.0,CUST-3961,Consumer
2025-10-23,ORD-11346,Sports Shorts,Clothing,North America,9,35.37,318.33,112.41,205.92,10.0,CUST-1000,Consumer
2025-10-23,ORD-15043,Project Mgmt Tool,Software & Services,Asia Pacific,1,120.83,120.83,20.92,99.91,0.0,CUST-2150,Enterprise
2025-10-23,ORD-19693,Smart Watch Ultra,Electronics,Asia Pacific,2,270.7,541.4,387.2,154.2,0.0,CUST-3537,Consumer
2025-10-23,ORD-14169,Wireless Earbuds,Electronics,Latin America,1,71.98,71.98,32.24,39.74,5.0,CUST-4665,Consumer
2025-10-23,ORD-16112,Bookshelf Organizer,Home & Office,Europe,1,83.49,83.49,37.94,45.55,0.0,CUST-3333,Consumer
2025-10-23,ORD-14377,Bookshelf Organizer,Home & Office,Latin America,1,70.7,70.7,36.39,34.31,0.0,CUST-3510,SMB
2025-10-23,ORD-15192,Project Mgmt Tool,Software & Services,Europe,4,157.11,628.44,85.6,542.84,0.0,CUST-2096,SMB
2025-10-23,ORD-17613,Travel Mug,Accessories,Latin America,13,16.11,209.43,77.35,132.08,10.0,CUST-1530,SMB
2025-10-23,ORD-18847,Coffee Maker Pro,Home & Office,Europe,2,153.39,306.78,136.32,170.46,0.0,CUST-2629,Consumer
2025-10-23,ORD-10181,USB-C Hub,Electronics,Europe,11,46.46,511.06,197.56,313.5,0.0,CUST-4420,Enterprise
2025-10-23,ORD-10317,Air Purifier,Home & Office,Asia Pacific,1,166.27,166.27,94.14,72.13,15.0,CUST-3934,Consumer
2025-10-24,ORD-13651,Laptop Pro X1,Electronics,Europe,2,944.23,1888.46,1193.94,694.52,0.0,CUST-3378,SMB
2025-10-24,ORD-21744,Cloud Storage Plan,Software & Services,North America,3,97.9,293.7,43.77,249.93,0.0,CUST-3717,SMB
2025-10-24,ORD-20541,Phone Case Premium,Accessories,Europe,18,26.93,484.74,125.64,359.1,0.0,CUST-2163,Enterprise
2025-10-24,ORD-17153,Wireless Earbuds,Electronics,Middle East,7,85.84,600.88,229.39,371.49,0.0,CUST-4684,SMB
2025-10-24,ORD-11931,Cloud Storage Plan,Software & Services,Asia Pacific,1,86.46,86.46,14.29,72.17,0.0,CUST-1349,SMB
2025-10-25,ORD-20964,LED Desk Lamp,Home & Office,Asia Pacific,2,34.82,69.64,29.4,40.24,0.0,CUST-4584,Consumer
2025-10-25,ORD-15377,LED Desk Lamp,Home & Office,North America,11,46.54,511.94,166.43,345.51,15.0,CUST-2770,Enterprise
2025-10-25,ORD-13303,Project Mgmt Tool,Software & Services,North America,9,155.99,1403.91,207.45,1196.46,0.0,CUST-2255,SMB
2025-10-25,ORD-11659,Standing Desk,Home & Office,Middle East,1,596.28,596.28,332.16,264.12,0.0,CUST-3056,Enterprise
2025-10-25,ORD-20016,4K Monitor,Electronics,North America,1,434.55,434.55,289.53,145.02,0.0,CUST-2980,Enterprise
2025-10-25,ORD-21283,Casual T-Shirt,Clothing,North America,2,33.38,66.76,18.66,48.1,0.0,CUST-3572,Enterprise
2025-10-25,ORD-15567,Premium Jacket,Clothing,North America,1,177.39,177.39,73.53,103.86,0.0,CUST-1720,Consumer
2025-10-25,ORD-14482,Winter Hoodie,Clothing,Asia Pacific,1,46.86,46.86,21.19,25.67,15.0,CUST-1991,Consumer
2025-10-25,ORD-17796,Cloud Storage Plan,Software & Services,Asia Pacific,4,80.48,321.92,61.24,260.68,0.0,CUST-2785,SMB
2025-10-25,ORD-18798,Sunglasses,Accessories,Europe,1,62.22,62.22,18.35,43.87,0.0,CUST-1490,Consumer
2025-10-25,ORD-12202,Wireless Earbuds,Electronics,Europe,3,82.3,246.9,91.47,155.43,0.0,CUST-3426,SMB
2025-10-25,ORD-11805,Mechanical Keyboard,Electronics,Latin America,7,112.97,790.79,394.31,396.48,0.0,CUST-4695,Consumer
2025-10-26,ORD-16278,Running Shoes,Clothing,North America,5,135.86,679.3,231.1,448.2,10.0,CUST-4331,Enterprise
2025-10-26,ORD-14399,Casual T-Shirt,Clothing,Europe,1,29.72,29.72,9.28,20.44,25.0,CUST-1578,Consumer
2025-10-26,ORD-21741,Laptop Pro X1,Electronics,Asia Pacific,1,832.05,832.05,602.74,229.31,0.0,CUST-4401,Enterprise
2025-10-26,ORD-20675,Portable SSD 1TB,Electronics,Europe,1,131.53,131.53,53.82,77.71,0.0,CUST-1148,SMB
2025-10-27,ORD-15927,Premium Jacket,Clothing,North America,5,178.27,891.35,354.3,537.05,0.0,CUST-1224,Enterprise
2025-10-27,ORD-14749,Sports Shorts,Clothing,Asia Pacific,2,28.83,57.66,24.6,33.06,0.0,CUST-3186,SMB
2025-10-27,ORD-13852,Travel Mug,Accessories,Asia Pacific,4,17.14,68.56,24.6,43.96,0.0,CUST-3979,SMB
2025-10-27,ORD-17892,Winter Hoodie,Clothing,North America,6,57.31,343.86,127.32,216.54,0.0,CUST-1853,Enterprise
2025-10-27,ORD-10813,Design Suite License,Software & Services,North America,1,269.57,269.57,42.83,226.74,5.0,CUST-4306,SMB
2025-10-27,ORD-19167,Project Mgmt Tool,Software & Services,Middle East,1,165.77,165.77,22.09,143.68,25.0,CUST-2441,Enterprise
2025-10-27,ORD-20145,Gaming Mouse,Electronics,Asia Pacific,5,64.8,324.0,145.0,179.0,10.0,CUST-2717,Enterprise
2025-10-27,ORD-20635,Mechanical Keyboard,Electronics,North America,1,112.89,112.89,57.67,55.22,0.0,CUST-4529,SMB
2025-10-28,ORD-16893,Design Suite License,Software & Services,Europe,1,355.41,355.41,47.05,308.36,0.0,CUST-3371,Consumer
2025-10-28,ORD-20683,Bookshelf Organizer,Home & Office,North America,2,87.54,175.08,73.18,101.9,0.0,CUST-3693,Enterprise
2025-10-28,ORD-20172,Ergonomic Chair,Home & Office,North America,2,395.89,791.78,420.2,371.58,0.0,CUST-1550,Enterprise
2025-10-28,ORD-20391,USB-C Hub,Electronics,Asia Pacific,18,43.08,775.44,320.22,455.22,0.0,CUST-4560,Enterprise
2025-10-28,ORD-16060,LED Desk Lamp,Home & Office,Latin America,8,32.14,257.12,122.0,135.12,10.0,CUST-1089,Consumer
2025-10-28,ORD-16119,Ergonomic Chair,Home & Office,North America,1,370.93,370.93,214.12,156.81,0.0,CUST-4242,Enterprise
2025-10-28,ORD-20979,Winter Hoodie,Clothing,North America,3,51.61,154.83,61.56,93.27,0.0,CUST-4606,SMB
2025-10-28,ORD-19658,Running Shoes,Clothing,Asia Pacific,4,115.25,461.0,198.68,262.32,0.0,CUST-4343,Consumer
2025-10-28,ORD-15207,Smart Watch Ultra,Electronics,Europe,1,406.3,406.3,193.26,213.04,0.0,CUST-1908,Government
2025-10-28,ORD-15067,VPN Annual Sub,Software & Services,Europe,1,81.81,81.81,9.93,71.88,0.0,CUST-1321,Government
2025-10-28,ORD-11865,Denim Jeans,Clothing,Europe,1,83.82,83.82,25.06,58.76,0.0,CUST-4761,Enterprise
2025-10-29,ORD-10337,Denim Jeans,Clothing,North America,1,76.7,76.7,23.95,52.75,20.0,CUST-2449,Enterprise
2025-10-29,ORD-16168,Ergonomic Chair,Home & Office,North America,2,412.62,825.24,403.52,421.72,0.0,CUST-4842,Government
2025-10-29,ORD-18402,Cloud Storage Plan,Software & Services,Middle East,2,89.72,179.44,29.88,149.56,0.0,CUST-2192,Enterprise
2025-10-29,ORD-11222,VPN Annual Sub,Software & Services,Latin America,2,61.81,123.62,20.58,103.04,0.0,CUST-2325,SMB
2025-10-29,ORD-13968,Gaming Mouse,Electronics,North America,1,66.5,66.5,28.83,37.67,20.0,CUST-4050,SMB
2025-10-29,ORD-21832,Coffee Maker Pro,Home & Office,Europe,1,188.17,188.17,62.15,126.02,10.0,CUST-2103,Enterprise
2025-10-29,ORD-13766,Mechanical Keyboard,Electronics,North America,3,139.07,417.21,180.0,237.21,0.0,CUST-4707,Consumer
2025-10-30,ORD-15337,Premium Jacket,Clothing,North America,1,199.66,199.66,68.94,130.72,0.0,CUST-3770,Enterprise
2025-10-30,ORD-13289,USB-C Hub,Electronics,Asia Pacific,9,40.18,361.62,155.79,205.83,0.0,CUST-3587,Government
2025-10-30,ORD-15528,Standing Desk,Home & Office,North America,2,553.82,1107.64,647.04,460.6,0.0,CUST-1677,Enterprise
2025-10-30,ORD-20280,Sports Shorts,Clothing,Asia Pacific,3,29.65,88.95,34.68,54.27,0.0,CUST-2023,Consumer
2025-10-30,ORD-10351,Phone Case Premium,Accessories,Latin America,2,21.59,43.18,14.36,28.82,0.0,CUST-1734,Enterprise
2025-10-30,ORD-13626,Casual T-Shirt,Clothing,North America,3,26.73,80.19,26.52,53.67,0.0,CUST-3561,Enterprise
2025-10-31,ORD-14931,Casual T-Shirt,Clothing,Asia Pacific,2,24.31,48.62,18.58,30.04,0.0,CUST-1600,Government
2025-10-31,ORD-18609,Bookshelf Organizer,Home & Office,Asia Pacific,1,79.68,79.68,37.1,42.58,0.0,CUST-4789,SMB
2025-10-31,ORD-13016,Denim Jeans,Clothing,Latin America,4,49.62,198.48,97.04,101.44,0.0,CUST-4756,Consumer
2025-10-31,ORD-19035,Standing Desk,Home & Office,North America,3,549.98,1649.94,997.77,652.17,0.0,CUST-2797,Consumer
2025-10-31,ORD-13739,Project Mgmt Tool,Software & Services,Middle East,3,155.14,465.42,67.74,397.68,0.0,CUST-4955,SMB
2025-10-31,ORD-14021,Portable SSD 1TB,Electronics,Asia Pacific,6,96.2,577.2,325.2,252.0,0.0,CUST-1774,SMB
2025-10-31,ORD-13476,Casual T-Shirt,Clothing,Latin America,1,22.59,22.59,9.15,13.44,0.0,CUST-4896,SMB
2025-10-31,ORD-20859,Laptop Pro X1,Electronics,Asia Pacific,4,805.52,3222.08,2374.68,847.4,5.0,CUST-3158,Enterprise
2025-10-31,ORD-17004,Phone Case Premium,Accessories,North America,5,27.99,139.95,34.6,105.35,0.0,CUST-3258,Government
2025-10-31,ORD-15504,VPN Annual Sub,Software & Services,Latin America,6,64.89,389.34,62.82,326.52,0.0,CUST-1124,Consumer
2025-10-31,ORD-10972,VPN Annual Sub,Software & Services,North America,6,78.92,473.52,57.06,416.46,0.0,CUST-3070,Government
2025-10-31,ORD-18876,Mechanical Keyboard,Electronics,Latin America,1,117.0,117.0,57.43,59.57,0.0,CUST-3576,Consumer
2025-10-31,ORD-19377,Mechanical Keyboard,Electronics,North America,1,115.9,115.9,57.11,58.79,0.0,CUST-2933,SMB
2025-11-01,ORD-16148,Project Mgmt Tool,Software & Services,Asia Pacific,4,186.92,747.68,88.92,658.76,25.0,CUST-2425,SMB
2025-11-01,ORD-19666,Air Purifier,Home & Office,North America,4,284.31,1137.24,382.72,754.52,0.0,CUST-3663,Enterprise
2025-11-01,ORD-15770,Casual T-Shirt,Clothing,Europe,2,46.04,92.08,18.84,73.24,0.0,CUST-3335,Consumer
2025-11-01,ORD-15699,Ergonomic Chair,Home & Office,Middle East,1,637.02,637.02,218.39,418.63,0.0,CUST-2638,SMB
2025-11-01,ORD-11265,Bookshelf Organizer,Home & Office,Middle East,3,127.24,381.72,110.37,271.35,0.0,CUST-3444,SMB
2025-11-01,ORD-21687,Ergonomic Chair,Home & Office,North America,1,609.9,609.9,201.8,408.1,0.0,CUST-3622,Enterprise
2025-11-01,ORD-17113,Design Suite License,Software & Services,Asia Pacific,2,386.83,773.66,92.5,681.16,0.0,CUST-3791,Enterprise
2025-11-01,ORD-12182,Laptop Pro X1,Electronics,North America,1,1407.46,1407.46,628.32,779.14,5.0,CUST-4592,Enterprise
2025-11-01,ORD-10597,Laptop Pro X1,Electronics,Asia Pacific,2,961.34,1922.68,1236.02,686.66,0.0,CUST-2643,SMB
2025-11-02,ORD-11840,Mechanical Keyboard,Electronics,North America,1,241.83,241.83,57.35,184.48,0.0,CUST-4217,Enterprise
2025-11-02,ORD-13592,Project Mgmt Tool,Software & Services,Europe,1,241.34,241.34,21.23,220.11,0.0,CUST-2074,SMB
2025-11-02,ORD-17192,Smart Watch Ultra,Electronics,Europe,1,540.6,540.6,198.2,342.4,0.0,CUST-2704,SMB
2025-11-02,ORD-19962,Winter Hoodie,Clothing,Europe,1,89.72,89.72,20.18,69.54,0.0,CUST-2920,SMB
2025-11-02,ORD-21287,VPN Annual Sub,Software & Services,Europe,1,131.86,131.86,9.82,122.04,0.0,CUST-3971,Consumer
2025-11-03,ORD-15682,USB-C Hub,Electronics,Asia Pacific,1,81.07,81.07,17.61,63.46,0.0,CUST-2283,Enterprise
2025-11-03,ORD-13179,Portable SSD 1TB,Electronics,Europe,1,167.59,167.59,55.02,112.57,0.0,CUST-2072,SMB
2025-11-03,ORD-18446,Gaming Mouse,Electronics,Europe,2,130.63,261.26,54.94,206.32,0.0,CUST-1915,Consumer
2025-11-03,ORD-13917,Standing Desk,Home & Office,Europe,1,845.64,845.64,311.86,533.78,20.0,CUST-3466,Consumer
2025-11-03,ORD-15724,Travel Mug,Accessories,Europe,3,28.33,84.99,17.31,67.68,0.0,CUST-1014,Consumer
2025-11-03,ORD-16892,VPN Annual Sub,Software & Services,North America,4,135.79,543.16,40.12,503.04,20.0,CUST-3417,Consumer
2025-11-03,ORD-11395,Phone Case Premium,Accessories,North America,9,36.56,329.04,63.09,265.95,25.0,CUST-4322,Enterprise
2025-11-03,ORD-18662,Air Purifier,Home & Office,Asia Pacific,2,231.49,462.98,196.42,266.56,0.0,CUST-4284,SMB
2025-11-03,ORD-14729,Wireless Earbuds,Electronics,Asia Pacific,2,102.58,205.16,63.06,142.1,15.0,CUST-4122,Enterprise
2025-11-04,ORD-15734,Leather Wallet,Accessories,Latin America,1,59.16,59.16,15.54,43.62,10.0,CUST-2731,Consumer
2025-11-04,ORD-20918,Phone Case Premium,Accessories,North America,4,35.4,141.6,27.72,113.88,0.0,CUST-4818,SMB
2025-11-04,ORD-15845,Winter Hoodie,Clothing,Europe,3,112.21,336.63,62.1,274.53,0.0,CUST-4576,Consumer
2025-11-04,ORD-18934,Standing Desk,Home & Office,Asia Pacific,1,844.22,844.22,324.73,519.49,0.0,CUST-1874,Government
2025-11-04,ORD-18873,Leather Wallet,Accessories,Asia Pacific,3,68.84,206.52,47.7,158.82,0.0,CUST-4986,SMB
2025-11-04,ORD-14739,Denim Jeans,Clothing,North America,3,104.36,313.08,72.84,240.24,15.0,CUST-4543,Government
2025-11-04,ORD-20338,Coffee Maker Pro,Home & Office,Latin America,5,163.71,818.55,335.9,482.65,10.0,CUST-3459,Consumer
2025-11-04,ORD-21098,Cloud Storage Plan,Software & Services,North America,1,181.77,181.77,15.73,166.04,0.0,CUST-3623,SMB
2025-11-04,ORD-17614,USB-C Hub,Electronics,Europe,7,83.65,585.55,128.1,457.45,0.0,CUST-4146,Consumer
2025-11-04,ORD-16162,Bookshelf Organizer,Home & Office,Europe,1,142.79,142.79,37.98,104.81,5.0,CUST-3780,SMB
2025-11-04,ORD-13260,Gaming Mouse,Electronics,Asia Pacific,2,101.22,202.44,54.8,147.64,0.0,CUST-1295,Enterprise
2025-11-04,ORD-19249,Sunglasses,Accessories,Europe,10,82.54,825.4,175.5,649.9,0.0,CUST-2843,Enterprise
2025-11-05,ORD-17231,Premium Jacket,Clothing,Europe,1,319.35,319.35,69.98,249.37,0.0,CUST-3397,Consumer
2025-11-05,ORD-19866,Project Mgmt Tool,Software & Services,Europe,1,232.53,232.53,21.86,210.67,10.0,CUST-1861,SMB
2025-11-05,ORD-13144,Sunglasses,Accessories,Europe,1,104.84,104.84,18.77,86.07,25.0,CUST-3899,Consumer
2025-11-05,ORD-19585,Running Shoes,Clothing,Latin America,1,150.15,150.15,45.83,104.32,0.0,CUST-4300,Government
2025-11-05,ORD-20101,Project Mgmt Tool,Software & Services,North America,2,243.7,487.4,45.52,441.88,5.0,CUST-1971,Government
2025-11-05,ORD-17878,Laptop Pro X1,Electronics,North America,1,1103.47,1103.47,590.9,512.57,0.0,CUST-1470,Consumer
2025-11-05,ORD-10963,Premium Jacket,Clothing,North America,2,292.47,584.94,141.12,443.82,0.0,CUST-3047,Enterprise
2025-11-05,ORD-21795,Backpack Elite,Accessories,Asia Pacific,1,113.96,113.96,35.54,78.42,0.0,CUST-3266,Consumer
2025-11-05,ORD-11374,Phone Case Premium,Accessories,North America,10,42.26,422.6,71.3,351.3,5.0,CUST-4581,Consumer
2025-11-05,ORD-21088,Running Shoes,Clothing,Asia Pacific,3,184.96,554.88,137.04,417.84,0.0,CUST-1243,SMB
2025-11-06,ORD-16824,Leather Wallet,Accessories,Asia Pacific,1,63.67,63.67,15.44,48.23,0.0,CUST-3351,Enterprise
2025-11-06,ORD-19051,Sports Shorts,Clothing,Asia Pacific,2,45.07,90.14,22.82,67.32,0.0,CUST-4230,Government
2025-11-06,ORD-20559,Sunglasses,Accessories,Middle East,9,88.87,799.83,168.48,631.35,0.0,CUST-2947,Enterprise
2025-11-06,ORD-15211,Leather Wallet,Accessories,Asia Pacific,1,74.27,74.27,15.41,58.86,0.0,CUST-4355,Enterprise
2025-11-06,ORD-18911,Air Purifier,Home & Office,Europe,3,387.94,1163.82,271.59,892.23,0.0,CUST-2148,Enterprise
2025-11-06,ORD-13926,Ergonomic Chair,Home & Office,North America,4,618.71,2474.84,833.68,1641.16,0.0,CUST-4044,Consumer
2025-11-06,ORD-17889,Backpack Elite,Accessories,North America,2,147.2,294.4,67.18,227.22,0.0,CUST-1976,SMB
2025-11-06,ORD-12543,Casual T-Shirt,Clothing,Asia Pacific,3,44.33,132.99,25.89,107.1,25.0,CUST-2420,Consumer
2025-11-07,ORD-20729,Coffee Maker Pro,Home & Office,Europe,1,212.34,212.34,63.81,148.53,0.0,CUST-3629,Government
2025-11-07,ORD-14260,Ergonomic Chair,Home & Office,Europe,2,627.46,1254.92,437.72,817.2,0.0,CUST-4836,SMB
2025-11-07,ORD-19748,Ergonomic Chair,Home & Office,Europe,1,672.49,672.49,213.16,459.33,20.0,CUST-1814,Enterprise
2025-11-07,ORD-13663,Air Purifier,Home & Office,Latin America,6,224.3,1345.8,558.78,787.02,10.0,CUST-3981,Consumer
2025-11-08,ORD-20881,Portable SSD 1TB,Electronics,Europe,2,153.9,307.8,109.66,198.14,0.0,CUST-3958,SMB
2025-11-08,ORD-17039,Gaming Mouse,Electronics,Europe,4,99.56,398.24,116.12,282.12,10.0,CUST-1285,Enterprise
2025-11-08,ORD-10110,Smart Watch Ultra,Electronics,North America,2,551.09,1102.18,377.7,724.48,0.0,CUST-4006,Enterprise
2025-11-08,ORD-10587,Cloud Storage Plan,Software & Services,Europe,3,159.11,477.33,47.01,430.32,20.0,CUST-3264,SMB
2025-11-08,ORD-21206,Wireless Earbuds,Electronics,Asia Pacific,2,109.69,219.38,62.48,156.9,0.0,CUST-4179,SMB
2025-11-08,ORD-21866,Cloud Storage Plan,Software & Services,Latin America,2,110.0,220.0,28.94,191.06,0.0,CUST-1926,Government
2025-11-08,ORD-19371,Winter Hoodie,Clothing,Asia Pacific,1,77.86,77.86,20.06,57.8,15.0,CUST-4827,Consumer
2025-11-08,ORD-14794,Gaming Mouse,Electronics,Asia Pacific,2,107.07,214.14,58.5,155.64,0.0,CUST-2206,SMB
2025-11-08,ORD-15740,Ergonomic Chair,Home & Office,Europe,1,698.22,698.22,210.45,487.77,0.0,CUST-3254,SMB
2025-11-09,ORD-18212,Premium Jacket,Clothing,Europe,2,359.25,718.5,140.46,578.04,0.0,CUST-4163,Consumer
2025-11-09,ORD-19232,Wireless Earbuds,Electronics,North America,7,127.32,891.24,228.48,662.76,0.0,CUST-3941,Enterprise
2025-11-09,ORD-16871,USB-C Hub,Electronics,Asia Pacific,2,72.15,144.3,36.76,107.54,0.0,CUST-1467,Enterprise
2025-11-09,ORD-12980,Standing Desk,Home & Office,Asia Pacific,3,807.61,2422.83,934.44,1488.39,5.0,CUST-1898,Consumer
2025-11-09,ORD-14028,Running Shoes,Clothing,North America,4,243.06,972.24,187.88,784.36,0.0,CUST-4319,SMB
2025-11-09,ORD-20354,Design Suite License,Software & Services,Asia Pacific,1,365.84,365.84,45.64,320.2,0.0,CUST-2634,SMB
2025-11-09,ORD-14606,LED Desk Lamp,Home & Office,Europe,1,60.43,60.43,15.18,45.25,0.0,CUST-1366,Government
2025-11-09,ORD-10578,Portable SSD 1TB,Electronics,Europe,2,163.39,326.78,113.86,212.92,0.0,CUST-2359,Consumer
2025-11-10,ORD-17531,Design Suite License,Software & Services,North America,1,442.56,442.56,47.08,395.48,20.0,CUST-1162,Enterprise
2025-11-10,ORD-17556,Coffee Maker Pro,Home & Office,Europe,1,257.0,257.0,65.68,191.32,0.0,CUST-1827,Consumer
2025-11-10,ORD-12399,Ergonomic Chair,Home & Office,Asia Pacific,1,590.05,590.05,211.81,378.24,0.0,CUST-1362,Enterprise
2025-11-10,ORD-21315,Backpack Elite,Accessories,Europe,5,163.64,818.2,175.4,642.8,0.0,CUST-4645,Enterprise
2025-11-10,ORD-15659,LED Desk Lamp,Home & Office,North America,7,68.85,481.95,105.49,376.46,0.0,CUST-4518,Consumer
2025-11-10,ORD-19274,Air Purifier,Home & Office,North America,9,278.9,2510.1,850.68,1659.42,0.0,CUST-2122,SMB
2025-11-10,ORD-12141,Wireless Earbuds,Electronics,Europe,4,146.05,584.2,132.44,451.76,10.0,CUST-3949,SMB
2025-11-10,ORD-18370,Denim Jeans,Clothing,North America,1,116.78,116.78,24.24,92.54,0.0,CUST-4378,Consumer
2025-11-10,ORD-11064,Bookshelf Organizer,Home & Office,Europe,1,168.2,168.2,38.37,129.83,0.0,CUST-2560,Enterprise
2025-11-10,ORD-12812,Casual T-Shirt,Clothing,Europe,2,43.38,86.76,17.5,69.26,0.0,CUST-1243,Government
2025-11-10,ORD-20401,USB-C Hub,Electronics,Asia Pacific,2,82.02,164.04,37.26,126.78,25.0,CUST-1377,Consumer
2025-11-11,ORD-13636,Project Mgmt Tool,Software & Services,North America,3,205.49,616.47,66.21,550.26,0.0,CUST-3772,SMB
2025-11-11,ORD-10496,Portable SSD 1TB,Electronics,North America,1,154.56,154.56,52.36,102.2,0.0,CUST-3497,Enterprise
2025-11-11,ORD-17722,VPN Annual Sub,Software & Services,Europe,5,123.1,615.5,48.4,567.1,25.0,CUST-2366,Government
2025-11-11,ORD-21209,USB-C Hub,Electronics,North America,2,85.24,170.48,35.08,135.4,0.0,CUST-3297,Enterprise
2025-11-11,ORD-18874,Smart Watch Ultra,Electronics,Europe,1,631.55,631.55,194.62,436.93,0.0,CUST-2004,SMB
2025-11-11,ORD-12184,Phone Case Premium,Accessories,Asia Pacific,2,37.55,75.1,14.66,60.44,10.0,CUST-2459,Government
2025-11-11,ORD-10312,Casual T-Shirt,Clothing,North America,1,38.16,38.16,8.6,29.56,0.0,CUST-3670,Consumer
2025-11-12,ORD-21634,Backpack Elite,Accessories,North America,7,140.73,985.11,247.52,737.59,0.0,CUST-2710,SMB
2025-11-12,ORD-15727,Project Mgmt Tool,Software & Services,North America,3,196.26,588.78,66.63,522.15,0.0,CUST-4508,Consumer
2025-11-12,ORD-10042,VPN Annual Sub,Software & Services,Asia Pacific,1,88.55,88.55,10.12,78.43,0.0,CUST-2473,SMB
2025-11-12,ORD-18062,Ergonomic Chair,Home & Office,North America,1,656.59,656.59,212.68,443.91,0.0,CUST-4272,Consumer
2025-11-12,ORD-17483,Bookshelf Organizer,Home & Office,Europe,3,132.5,397.5,117.54,279.96,25.0,CUST-3144,SMB
2025-11-12,ORD-16786,Running Shoes,Clothing,North America,2,185.57,371.14,98.56,272.58,0.0,CUST-3495,SMB
2025-11-13,ORD-18248,4K Monitor,Electronics,North America,3,608.31,1824.93,902.16,922.77,5.0,CUST-1216,Enterprise
2025-11-13,ORD-21312,Sports Shorts,Clothing,Europe,18,49.06,883.08,213.48,669.6,15.0,CUST-2345,Consumer
2025-11-13,ORD-19369,Bookshelf Organizer,Home & Office,Asia Pacific,1,128.61,128.61,39.15,89.46,0.0,CUST-3559,Consumer
2025-11-13,ORD-11021,USB-C Hub,Electronics,Europe,4,81.31,325.24,70.2,255.04,0.0,CUST-1976,Consumer
2025-11-13,ORD-19416,Leather Wallet,Accessories,North America,16,86.19,1379.04,261.44,1117.6,0.0,CUST-2219,Consumer
2025-11-13,ORD-20784,Air Purifier,Home & Office,Europe,2,400.49,800.98,194.7,606.28,0.0,CUST-3558,Consumer
2025-11-13,ORD-16262,Winter Hoodie,Clothing,Latin America,1,76.84,76.84,20.73,56.11,20.0,CUST-1190,Enterprise
2025-11-13,ORD-15255,Winter Hoodie,Clothing,Asia Pacific,3,77.21,231.63,63.69,167.94,25.0,CUST-2021,Consumer
2025-11-14,ORD-19776,Winter Hoodie,Clothing,North America,2,100.27,200.54,42.22,158.32,25.0,CUST-4869,Consumer
2025-11-14,ORD-11090,Denim Jeans,Clothing,Middle East,7,122.99,860.93,172.9,688.03,0.0,CUST-2039,Enterprise
2025-11-14,ORD-12083,Casual T-Shirt,Clothing,Asia Pacific,8,44.64,357.12,73.6,283.52,0.0,CUST-2440,SMB
2025-11-14,ORD-10595,Phone Case Premium,Accessories,North America,1,41.15,41.15,6.89,34.26,15.0,CUST-3568,SMB
2025-11-14,ORD-21538,Design Suite License,Software & Services,North America,1,454.83,454.83,44.57,410.26,20.0,CUST-1020,Consumer
2025-11-14,ORD-14083,Travel Mug,Accessories,Europe,5,33.24,166.2,30.1,136.1,0.0,CUST-1772,Consumer
2025-11-14,ORD-17256,4K Monitor,Electronics,North America,1,744.88,744.88,293.21,451.67,5.0,CUST-4451,SMB
2025-11-14,ORD-18122,Winter Hoodie,Clothing,Asia Pacific,1,78.22,78.22,21.98,56.24,15.0,CUST-1667,Consumer
2025-11-14,ORD-18209,Wireless Earbuds,Electronics,North America,4,101.94,407.76,123.36,284.4,0.0,CUST-4087,Enterprise
2025-11-14,ORD-13112,Sunglasses,Accessories,Europe,2,83.59,167.18,36.16,131.02,15.0,CUST-4804,Government
2025-11-15,ORD-11141,Gaming Mouse,Electronics,North America,1,101.2,101.2,29.18,72.02,25.0,CUST-1244,Government
